id,section,capability,requirement,applies_to,release_state,spec_status,implementation_status,test_status,closure_status,required_ctest_labels,route_requirement
D24.8,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Native v3 baseline knowledge per appendix-driver-native-v3-baseline-knowledge.md,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D24.9,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Monitoring view access per appendix-driver-monitoring-view-support.md,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
D24.10,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Server-verification packet round-trip clean,required,driver_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine
A1.1,4.1 Connectivity and configuration,Adapter URL / DSN format documented,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_connectivity_gate;adapter_gate,lane_specific_full_route
A1.2,4.1 Connectivity and configuration,Adapter forwards every relevant DSN key from §3.5,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_connectivity_gate;adapter_gate,lane_specific_full_route
A1.3,4.1 Connectivity and configuration,Adapter supports the host framework's secret/credential model,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_connectivity_gate;adapter_gate,lane_specific_full_route
A1.4,4.1 Connectivity and configuration,Adapter supports pool tuning per §3.15,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_connectivity_gate;adapter_gate,lane_specific_full_route
A1.5,4.1 Connectivity and configuration,Adapter supports TLS configuration per §3.4,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_connectivity_gate;adapter_gate,lane_specific_full_route
A2.1,4.2 Schema / metadata,Adapter introspects every metadata surface in §3.13 it needs,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_metadata_gate;adapter_gate,lane_specific_full_route
A2.2,4.2 Schema / metadata,Adapter generates DDL covering every type in §3.9 (or refuses with named diagnostic),required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_metadata_gate;adapter_gate,lane_specific_full_route
A2.3,4.2 Schema / metadata,Adapter supports schema migration / synchronization per host convention,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_metadata_gate;adapter_gate,lane_specific_full_route
A2.4,4.2 Schema / metadata,"Adapter respects ScratchBird name resolution rules (case-fold, identifier profiles)",required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_metadata_gate;adapter_gate,lane_specific_full_route
A3.1,4.3 Query / DML,Adapter parameter binding covers every type in §3.9 (or routes to driver's typed binder),required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_query_dml_gate;adapter_gate,lane_specific_full_route
A3.2,4.3 Query / DML,Adapter pagination supports server-side cursor (where host idiom permits),required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_query_dml_gate;adapter_gate,lane_specific_full_route
A3.3,4.3 Query / DML,Adapter bulk insert routes to §3.14.1 where available,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_query_dml_gate;adapter_gate,lane_specific_full_route
A3.4,4.3 Query / DML,Adapter supports the host's transaction model and maps to §3.10,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_query_dml_gate;adapter_gate,lane_specific_full_route
A3.5,4.3 Query / DML,Adapter supports the host's async model and maps to §3.16,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_query_dml_gate;adapter_gate,lane_specific_full_route
A3.6,4.3 Query / DML,Adapter exposes underlying driver's cancellation tokens per §3.11,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_query_dml_gate;adapter_gate,lane_specific_full_route
A4.1,4.4 Diagnostics,Adapter preserves SQLSTATE and native error code from driver,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_diagnostics_gate;adapter_gate,lane_specific_full_route
A4.2,4.4 Diagnostics,"Adapter surfaces server Detail, Hint, Where, Position fields",required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_diagnostics_gate;adapter_gate,lane_specific_full_route
A4.3,4.4 Diagnostics,Adapter integrates with host logging framework,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_diagnostics_gate;adapter_gate,lane_specific_full_route
A4.4,4.4 Diagnostics,"Adapter integrates with host telemetry / tracing (OpenTelemetry, Application Insights, etc.)",required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_diagnostics_gate;adapter_gate,lane_specific_full_route
A5.1,4.5 Lifecycle,Adapter cleanly shuts down when host is shut down (no leaked connections),required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_lifecycle_gate;adapter_gate,lane_specific_full_route
A5.2,4.5 Lifecycle,Adapter handles driver reconnect per §3.10.16 (does not assume idle session),required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_lifecycle_gate;adapter_gate,lane_specific_full_route
A5.3,4.5 Lifecycle,Adapter version compatibility matrix vs supported host framework versions,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_lifecycle_gate;adapter_gate,lane_specific_full_route
A5.4,4.5 Lifecycle,"Adapter packaging artifact published to host's standard registry (Maven Central, npm, PyPI, NuGet, etc.)",required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_lifecycle_gate;adapter_gate,lane_specific_full_route
A5.5,4.5 Lifecycle,Adapter SBOM and license attribution complete,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_lifecycle_gate;adapter_gate,lane_specific_full_route
A6.1,4.6 Adapter conformance evidence,Adapter contract test suite passes (per chapters/drivers/adapter/appendix-<adapter>-adapter.md),required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_conformance_gate;adapter_gate,lane_specific_full_route
A6.2,4.6 Adapter conformance evidence,End-to-end test against live ScratchBird server,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_conformance_gate;adapter_gate,lane_specific_full_route
A6.3,4.6 Adapter conformance evidence,Sample app (idiomatic) builds and runs,required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_conformance_gate;adapter_gate,lane_specific_full_route
A6.4,4.6 Adapter conformance evidence,"Compatibility matrix vs host's reference dialect (PostgreSQL, SQL Server, etc.)",required,adapter_lane,supported,specified,implemented_and_proven,passed,implemented_and_proven,driver_checklist_registry;adapter_conformance_gate;adapter_gate,lane_specific_full_route
