id,section,capability,requirement,applies_to,owner,spec_refs_required,implementation_refs_required,required_ctest_labels,evidence_artifacts,route_requirement,closure_rule,status
D14.8,3.14 Streaming and bulk transfer,Server-side-rendered output parameters streamed,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_streaming_bulk_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D15.1,3.15 Connection pooling,Pool min/max,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_pooling_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D15.2,3.15 Connection pooling,Idle / lifetime eviction,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_pooling_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D15.3,3.15 Connection pooling,Validate on borrow / return,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_pooling_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D15.4,3.15 Connection pooling,Prepared-statement cache scoped to connection,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_pooling_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D15.5,3.15 Connection pooling,Prepared-statement cache scoped to pool,conditional,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_pooling_gate,,lane_specific_full_route,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D15.6,3.15 Connection pooling,Multi-thread safety per connection,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_pooling_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D15.7,3.15 Connection pooling,"Pool metrics (in-use, idle, waiting, total)",required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_pooling_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D15.8,3.15 Connection pooling,Pool drain on shutdown,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_pooling_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D15.9,3.15 Connection pooling,Per-pool credentials and role,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_pooling_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D15.10,3.15 Connection pooling,Connection multiplexing (multiple logical sessions per physical),conditional,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_pooling_gate,,lane_specific_full_route,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D15.11,3.15 Connection pooling,MARS (Multiple Active Result Sets) per physical connection,conditional,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_pooling_gate,,lane_specific_full_route,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D16.1,"3.16 Async, reactive, and pipeline",All blocking surfaces have an async counterpart,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_async_pipeline_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D16.2,"3.16 Async, reactive, and pipeline",Reactive streaming (Reactive Streams Publisher/Subscriber),conditional,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_async_pipeline_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D16.3,"3.16 Async, reactive, and pipeline",Pipeline / extended-query mode,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_async_pipeline_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D16.4,"3.16 Async, reactive, and pipeline",Backpressure on row stream,conditional,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_async_pipeline_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D16.5,"3.16 Async, reactive, and pipeline",Cancellation token / future composition,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_async_pipeline_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D17.1,3.17 Notifications and events,LISTEN / NOTIFY (server-pushed channel),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D17.2,3.17 Notifications and events,Notification carries channel + payload + sender PID,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D17.3,3.17 Notifications and events,InfoMessage / NOTICE event subscription,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D17.4,3.17 Notifications and events,Connection state-change events (Open/Close/Broken),required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D17.5,3.17 Notifications and events,Prepared-statement-changed event,conditional,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D17.6,3.17 Notifications and events,SqlDependency / query-change notification,conditional,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_notification_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D18.1,"3.18 Logging, telemetry, and observability",Driver self-emits structured logs (DEBUG/INFO/WARN/ERROR),required,driver_lane,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D18.2,"3.18 Logging, telemetry, and observability","Per-statement timing (round-trip, parse, exec, fetch)",required,driver_lane,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D18.3,"3.18 Logging, telemetry, and observability","Per-connection metrics (open/close, errors, pool churn)",required,driver_lane,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D18.4,"3.18 Logging, telemetry, and observability",OpenTelemetry / tracing span emitted per statement,required,driver_lane,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D18.5,"3.18 Logging, telemetry, and observability",Provider exposes counter / histogram for completed/failed/in-flight ops,required,driver_lane,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D18.6,"3.18 Logging, telemetry, and observability",Redaction policy for sensitive parameters in logs,required,driver_lane,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_observability_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D19.1,3.19 Cursor / portal advanced (where applicable),Named cursor declared explicitly,conditional,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cursor_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D19.2,3.19 Cursor / portal advanced (where applicable),Cursor sensitivity (insensitive vs sensitive),conditional,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cursor_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D19.3,3.19 Cursor / portal advanced (where applicable),Cursor concurrency (read-only vs updatable vs values),conditional,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cursor_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D19.4,3.19 Cursor / portal advanced (where applicable),Cursor-driven row insert / update / delete,conditional,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cursor_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D19.5,3.19 Cursor / portal advanced (where applicable),Suspended-portal resume after MSG_PORTAL_SUSPENDED,conditional,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_cursor_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D20.1,3.20 Sharding and routing hints (JDBC 4.3+),Sharding key in connection request,required_where_cluster_present,driver_lane,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_routing_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D20.2,3.20 Sharding and routing hints (JDBC 4.3+),Super-sharding key,conditional,driver_lane,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_routing_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D20.3,3.20 Sharding and routing hints (JDBC 4.3+),Connection.beginRequest/endRequest (request-scope cleanup),required,driver_lane,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_routing_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D20.4,3.20 Sharding and routing hints (JDBC 4.3+),"Connection.setShardingKey, setShardingKeyIfValid (4.3)",conditional,driver_lane,wire_spec_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_routing_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D21.1,"3.21 Wrapper, escape, and provider extensions",Provider-specific extension exposed safely,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_extension_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D21.2,"3.21 Wrapper, escape, and provider extensions","Standard SQL escape sequences ({call}, {ts ...}, {d ...}, {t ...}, {fn ...}, {oj ...})",required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_extension_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D21.3,"3.21 Wrapper, escape, and provider extensions",Driver/server feature negotiation API,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_extension_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D22.1,3.22 Encoding and locale,Connection encoding negotiation (UTF-8 default),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_encoding_locale_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D22.2,3.22 Encoding and locale,Decimal separator localization correctness,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_encoding_locale_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D22.3,3.22 Encoding and locale,Timezone of connection (per session),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_encoding_locale_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D22.4,3.22 Encoding and locale,Calendar (Gregorian/Julian) handling for ancient dates,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_encoding_locale_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D23.1,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Lane build matrix (OS × runtime version × architecture),required,driver_lane,verification_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_release_evidence_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D23.2,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Lane unit-test report,required,driver_lane,verification_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_release_evidence_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D23.3,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Conformance harness report (per appendix-driver-conformance-test-harness.md),required,driver_lane,verification_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_release_evidence_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D23.4,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Server-verification packet report (per appendix-driver-server-verification-packet-contract.md),required,driver_lane,verification_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_release_evidence_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D23.5,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),"Performance benchmark vs lane BIC (TPS, latency p50/p95/p99, allocation, TLS overhead, prepared-statement reuse, COPY throughput)",required,driver_lane,verification_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_release_evidence_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D23.6,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Compatibility matrix vs lane BIC (feature parity table),required,driver_lane,verification_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_release_evidence_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D23.7,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Known-gap list with rationale,required,driver_lane,verification_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_release_evidence_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D23.8,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),SBOM and signed package,required,driver_lane,verification_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_release_evidence_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D23.9,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),"Distribution channel evidence (NuGet, Maven Central, npm, PyPI, crates.io, RubyGems, pub.dev, Hex, CRAN, OS package repos)",required,driver_lane,verification_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_release_evidence_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D23.10,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Reproducible build evidence,required,driver_lane,verification_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_release_evidence_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D23.11,3.23 Driver release-readiness evidence (per `appendix-driver-release-readiness-evidence-contract.md`),Public release notes with breaking-change call-outs,required,driver_lane,verification_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_release_evidence_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
D24.1,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),"DSN keys per appendix-driver-dsn-and-config-standard.md (every key supported, every alias mapped)",required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D24.2,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),MGA always-in-transaction mapping per appendix-driver-mga-aware-session-and-transaction-behavior.md,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D24.3,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Auth surface probe and resolved-auth reporting,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D24.4,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Manager-proxy front-door bootstrap,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D24.5,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Dormant detach / reattach (or fail-closed 0A000 until exposed),required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D24.6,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),"Prepared / limbo helpers (prepareTransaction, commitPrepared, rollbackPrepared)",required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D24.7,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),"Canonical ScratchBird isolation aliases (READ COMMITTED, SNAPSHOT, SNAPSHOT TABLE STABILITY)",required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D24.8,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Native v3 baseline knowledge per appendix-driver-native-v3-baseline-knowledge.md,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D24.9,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Monitoring view access per appendix-driver-monitoring-view-support.md,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D24.10,3.24 ScratchBird-specific surfaces (must be implemented in addition to the standard family),Server-verification packet round-trip clean,required,driver_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;scratchbird_driver_specific_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
A1.1,4.1 Connectivity and configuration,Adapter URL / DSN format documented,required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_connectivity_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A1.2,4.1 Connectivity and configuration,Adapter forwards every relevant DSN key from §3.5,required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_connectivity_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A1.3,4.1 Connectivity and configuration,Adapter supports the host framework's secret/credential model,required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_connectivity_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A1.4,4.1 Connectivity and configuration,Adapter supports pool tuning per §3.15,required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_connectivity_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A1.5,4.1 Connectivity and configuration,Adapter supports TLS configuration per §3.4,required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_connectivity_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A2.1,4.2 Schema / metadata,Adapter introspects every metadata surface in §3.13 it needs,required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_metadata_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A2.2,4.2 Schema / metadata,Adapter generates DDL covering every type in §3.9 (or refuses with named diagnostic),required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_metadata_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A2.3,4.2 Schema / metadata,Adapter supports schema migration / synchronization per host convention,required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_metadata_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A2.4,4.2 Schema / metadata,"Adapter respects ScratchBird name resolution rules (case-fold, identifier profiles)",required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_metadata_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A3.1,4.3 Query / DML,Adapter parameter binding covers every type in §3.9 (or routes to driver's typed binder),required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_query_dml_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A3.2,4.3 Query / DML,Adapter pagination supports server-side cursor (where host idiom permits),required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_query_dml_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A3.3,4.3 Query / DML,Adapter bulk insert routes to §3.14.1 where available,required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_query_dml_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A3.4,4.3 Query / DML,Adapter supports the host's transaction model and maps to §3.10,required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_query_dml_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
A3.5,4.3 Query / DML,Adapter supports the host's async model and maps to §3.16,required,adapter_lane,driver_lane_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;adapter_query_dml_gate;adapter_gate,,lane_specific_full_route,implemented_and_proven,implemented_and_proven
