compatibility,surface,refusal_reason,message_vector,test_destination,reviewer,source_search_key
mariadb,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/CMakeLists.txt#keyword:commit
mariadb,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/std_data/unicode/allkeys1400.txt#keyword:wal
mariadb,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/regression/mysql-test/suite/atomic/README.txt#keyword:recovery
mariadb,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/source/sql/share/errmsg-utf8.txt#keyword:checkpoint
mariadb,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mariadb/12.2.2/source/storage/rocksdb/rocksdb/CMakeLists.txt#keyword:fsync
mariadb,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/mariadb/appendix-compatibility-mariadb-exact-extraction-slice-17-gtid-runtime-lock-graph-and-admin-mutation-side-effect-matrix.md#keyword:finality
milvus,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:transaction
milvus,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/milvus/milvus_2_beta2_full_seed_manifest.yaml#keyword:rollback
milvus,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/milvus/2.6.5/release-notes/README.md#keyword:wal
milvus,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/milvus/2.6.5/release-notes/README.md#keyword:recovery
milvus,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/milvus/2.6.5/release-notes/README.md#keyword:commit
milvus,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/milvus/2.6.5/source/configs/advanced/etcd.yaml#keyword:snapshot
milvus,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/milvus/2.6.5/source/configs/milvus.yaml#keyword:checkpoint
milvus,reference_authority_surface:mvcc,MGA authority review: compatibility MVCC semantics cannot replace ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/milvus/2.6.5/source/docs/design_docs/segcore/segment_interface.md#keyword:mvcc
milvus,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/milvus/appendix-compatibility-milvus-capability-map.md#keyword:finality
mongodb,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/mongodb/mongodb_8_beta2_full_seed_manifest.yaml#keyword:transaction
mongodb,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/mongodb/mongodb_8_beta2_full_seed_manifest.yaml#keyword:rollback
mongodb,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/license/LICENSE_SOURCE.txt#keyword:commit
mongodb,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/README.third_party.md#keyword:snapshot
mongodb,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/bazel/docs/developer_workflow.md#keyword:fsync
mongodb,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/buildscripts/resmokeconfig/matrix_suites/generated_suites/bulk_write_replica_sets_kill_stepdown_terminate_jscore_passthrough.yml#keyword:recovery
mongodb,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/buildscripts/resmokeconfig/suites/slow1.yml#keyword:checkpoint
mongodb,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/buildscripts/tests/sbom_linter/bom-1.5.schema.json#keyword:wal
mongodb,reference_authority_surface:mvcc,MGA authority review: compatibility MVCC semantics cannot replace ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mongodb/8.2.6/source/cspell.json#keyword:mvcc
mongodb,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/mongodb/appendix-compatibility-mongodb-exact-extraction-slice-2-command-api-ast-sblr-lowering-profile.md#keyword:finality
mysql,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/mysql/mysql_8_4_beta2_full_seed_manifest.yaml#keyword:transaction
mysql,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/mysql/mysql_8_4_beta2_full_seed_manifest.yaml#keyword:rollback
mysql,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mysql/8.4.8/source/CONTRIBUTING.md#keyword:commit
mysql,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mysql/8.4.8/source/extra/gperftools/gperftools-2.15/CMakeLists.txt#keyword:wal
mysql,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mysql/8.4.8/source/extra/protobuf/protobuf-24.4/.github/workflows/test_java.yml#keyword:snapshot
mysql,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mysql/8.4.8/source/mysql-test/lock_order_dependencies.txt#keyword:recovery
mysql,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/mysql/8.4.8/source/mysql-test/lock_order_dependencies.txt#keyword:checkpoint
mysql,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/mysql/appendix-compatibility-mysql-exact-extraction-slice-12-query-log-event-byte-layout-and-status-variable-packing.md#keyword:finality
neo4j,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/neo4j/neo4j_2025_beta2_full_seed_manifest.yaml#keyword:transaction
neo4j,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/neo4j/neo4j_2025_beta2_full_seed_manifest.yaml#keyword:rollback
neo4j,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/neo4j/2026.04.0/license/LICENSE_SOURCE.txt#keyword:commit
neo4j,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/neo4j/2026.04.0/regression/SOURCE_POINTERS.md#keyword:wal
neo4j,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/neo4j/2026.04.0/source/community/community-it/cypher-it/src/test/resources/procedures.json#keyword:checkpoint
neo4j,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/neo4j/appendix-compatibility-neo4j-capability-map.md#keyword:finality
neo4j,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/neo4j/appendix-compatibility-neo4j-capability-map.md#keyword:recovery
neo4j,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/neo4j/appendix-compatibility-neo4j-capability-map.md#keyword:snapshot
opensearch,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/opensearch/opensearch_2_beta2_full_seed_manifest.yaml#keyword:transaction
opensearch,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/opensearch/opensearch_2_beta2_full_seed_manifest.yaml#keyword:rollback
opensearch,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/opensearch/3.6.0/source/.github/ISSUE_TEMPLATE/bug_template.yml#keyword:snapshot
opensearch,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/opensearch/3.6.0/source/.github/pull_request_template.md#keyword:commit
opensearch,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/opensearch/3.6.0/source/CHANGELOG.md#keyword:checkpoint
opensearch,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/opensearch/3.6.0/source/DEVELOPER_GUIDE.md#keyword:wal
opensearch,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/opensearch/3.6.0/source/TESTING.md#keyword:recovery
opensearch,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/opensearch/3.6.0/source/modules/mapper-extras/src/test/resources/org/opensearch/index/mapper/metricbeat-6.0.template.json#keyword:fsync
opensearch,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/opensearch/appendix-compatibility-opensearch-exact-extraction-slice-1-family-baseline-version-api-surface-and-security-profile.md#keyword:finality
opensearch,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/.claude/commands/ppl-bugfix.md#keyword:commit
opensearch,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/.github/workflows/maven-publish-modules.yml#keyword:snapshot
opensearch,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/api/README.md#keyword:wal
opensearch,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/async-query/src/test/resources/flint-index-mappings/0.1.1/flint_mv.json#keyword:checkpoint
opensearch,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/opensearch_sql_ppl/source/integ-test/src/test/resources/otellogs.json#keyword:transaction
postgresql,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_beta2_full_seed_manifest.yaml#keyword:transaction
postgresql,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/postgresql/postgresql_18_1_beta2_full_seed_manifest.yaml#keyword:rollback
postgresql,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/postgresql/18.3/source/.cirrus.tasks.yml#keyword:commit
postgresql,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/postgresql/18.3/source/.cirrus.tasks.yml#keyword:fsync
postgresql,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/postgresql/18.3/source/doc/src/sgml/keywords/sql2016-09-nonreserved.txt#keyword:recovery
postgresql,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/postgresql/18.3/source/meson_options.txt#keyword:wal
postgresql,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/postgresql/18.3/source/src/backend/utils/activity/wait_event_names.txt#keyword:snapshot
postgresql,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/postgresql/18.3/source/src/backend/utils/activity/wait_event_names.txt#keyword:checkpoint
postgresql,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/postgresql/appendix-compatibility-postgresql-exact-extraction-slice-100-extension-control-install-update-and-catalog-profile.md#keyword:finality
redis,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/redis/redis_8_beta2_full_seed_manifest.yaml#keyword:transaction
redis,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/redis/redis_8_beta2_full_seed_manifest.yaml#keyword:rollback
redis,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/redis/8.6.2/license/LICENSE.txt#keyword:wal
redis,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/redis/8.6.2/license/LICENSE.txt#keyword:commit
redis,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/redis/8.6.2/source/src/commands/cluster-syncslots.json#keyword:snapshot
redis,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/redis/appendix-compatibility-redis-capability-map.md#keyword:recovery
redis,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/redis/appendix-compatibility-redis-exact-extraction-slice-1-release-surface-catalog-api-and-conformance-inventory-profile.md#keyword:finality
redis,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/redis/appendix-compatibility-redis-exact-extraction-slice-1-release-surface-catalog-api-and-conformance-inventory-profile.md#keyword:fsync
sqlite,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:transaction
sqlite,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_catalog_seeds/sqlite/sqlite_3_beta2_full_seed_manifest.yaml#keyword:rollback
sqlite,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/regression/SOURCE_POINTERS.md#keyword:wal
sqlite,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/regression/SOURCE_POINTERS.md#keyword:commit
sqlite,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/doc/tcl-extension-testing.md#keyword:snapshot
sqlite,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/doc/vfs-shm.txt#keyword:recovery
sqlite,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/doc/vfs-shm.txt#keyword:checkpoint
sqlite,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/sqlite/3.53.0/source/tool/custom.txt#keyword:fsync
sqlite,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/specifications/chapters/compatibilitys/sqlite/appendix-compatibility-sqlite-exact-extraction-slice-10-dml-trigger-foreign-key-returning-and-virtual-table-runtime-profile.md#keyword:finality
tidb,reference_authority_surface:transaction,MGA authority review: compatibility transaction behavior must map to engine-owned MGA or exact refusal,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/tidb/capability-summary.md#keyword:transaction
tidb,reference_authority_surface:finality,MGA authority conflict: compatibility finality cannot be parser-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/tidb/transaction-and-cluster-summary.md#keyword:finality
tidb,reference_authority_surface:snapshot,MGA authority review: compatibility snapshot semantics must map to ScratchBird visibility rules,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/tidb/transaction-and-cluster-summary.md#keyword:snapshot
tidb,reference_authority_surface:rollback,MGA authority review: compatibility rollback/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility-engines/tidb/wire-and-migration-summary.md#keyword:rollback
tidb,reference_authority_surface:recovery,MGA authority conflict: recovery remains ScratchBird MGA/engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tidb/8.5.6/release-notes/RELEASE_NOTES_SOURCE.md#keyword:recovery
tidb,reference_authority_surface:commit,MGA authority review: compatibility commit/finality must be engine-owned,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tidb/8.5.6/release-notes/RELEASE_NOTES_SOURCE.md#keyword:commit
tidb,reference_authority_surface:checkpoint,MGA/recovery authority review: compatibility checkpoint cannot replace ScratchBird recovery authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/.github/licenserc.yml#keyword:checkpoint
tidb,reference_authority_surface:wal,MGA authority conflict: compatibility WAL/recovery finality cannot substitute for ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/docs/design/2018-10-24-view-support.md#keyword:wal
tidb,reference_authority_surface:mvcc,MGA authority review: compatibility MVCC semantics cannot replace ScratchBird MGA authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/docs/design/2021-04-20-temporary-table.md#keyword:mvcc
tidb,reference_authority_surface:fsync,durability authority review: compatibility durability primitive must map to ScratchBird storage authority,exact_refusal_or_engine_owned_mapping_required,project/tests/sblr_surface/,SBLR architecture reviewer,docs/reference/compatibility_release_acquisition/tidb/8.5.6/source/docs/design/2021-12-09-TiDB-log-based-incremental-backup.md#keyword:fsync
